COMMENT  ####
COMMENT  #  GRADE - MINIMAL SUBSET  (FOR HR)
COMMENT  ####
METADATA|Grade|SourceSystemOwner|SourceSystemId|EffectiveStartDate|EffectiveEndDate|SetId|GradeName|GradeCode|ActiveStatus
MERGE|GradeStep|ALTAHRN01|BAND200-02|1951/01/01|4712/12/31|BAND100|11|2|N
MERGE|GradeStep|ALTAHRN01|BAND200-03|1951/01/01|4712/12/31|BAND100|13|3|N
COMMENT   BAND 200 STEPS
MERGE|GradeStep|ALTAHRN01|BAND200-01|1951/01/01|4712/12/31|BAND200|13|1|N
MERGE|GradeStep|ALTAHRN01|BAND200-02|1951/01/01|4712/12/31|BAND200|14|2|N
MERGE|GradeStep|ALTAHRN01|BAND200-03|1951/01/01|4712/12/31|BAND200|15|3|Y
MERGE|GradeStep|ALTAHRN01|BAND200-04|1951/01/01|4712/12/31|BAND200|17|4|N
MERGE|GradeStep|ALTAHRN01|BAND200-05|1951/01/01|4712/12/31|BAND200|19|5|N
MERGE|GradeStep|ALTAHRN01|BAND200-06|1951/01/01|4712/12/31|BAND200|21|6|N
MERGE|GradeStep|ALTAHRN01|BAND200-07|1951/01/01|4712/12/31|BAND200|23|7|N
MERGE|GradeStep|ALTAHRN01|BAND200-08|1951/01/01|4712/12/31|BAND200|25|8|N
MERGE|GradeStep|ALTAHRN01|BAND200-09|1951/01/01|4712/12/31|BAND200|27|9|N
COMMENT   BAND 300 STEPS
MERGE|GradeStep|ALTAHRN01|BAND300-01|1951/01/01|4712/12/31|BAND300|19|1|N
MERGE|GradeStep|ALTAHRN01|BAND300-02|1951/01/01|4712/12/31|BAND300|20|2|N
MERGE|GradeStep|ALTAHRN01|BAND300-03|1951/01/01|4712/12/31|BAND300|21|3|N
MERGE|GradeStep|ALTAHRN01|BAND300-04|1951/01/01|4712/12/31|BAND300|22|4|N
MERGE|GradeStep|ALTAHRN01|BAND300-05|1951/01/01|4712/12/31|BAND300|23|5|N
MERGE|GradeStep|ALTAHRN01|BAND300-06|1951/01/01|4712/12/31|BAND300|24|6|Y
MERGE|GradeStep|ALTAHRN01|BAND300-07|1951/01/01|4712/12/31|BAND300|26|7|N
MERGE|GradeStep|ALTAHRN01|BAND300-08|1951/01/01|4712/12/31|BAND300|28|8|N
MERGE|GradeStep|ALTAHRN01|BAND300-09|1951/01/01|4712/12/31|BAND300|30|9|N
MERGE|GradeStep|ALTAHRN01|BAND300-10|1951/01/01|4712/12/31|BAND300|32|10|N
MERGE|GradeStep|ALTAHRN01|BAND300-11|1951/01/01|4712/12/31|BAND300|34|11|N
MERGE|GradeStep|ALTAHRN01|BAND300-12|1951/01/01|4712/12/31|BAND300|36|12|N
COMMENT   BAND 400 STEPS
MERGE|GradeStep|ALTAHRN01|BAND400-01|1951/01/01|4712/12/31|BAND400|30|1|N
MERGE|GradeStep|ALTAHRN01|BAND400-02|1951/01/01|4712/12/31|BAND400|31|2|N
MERGE|GradeStep|ALTAHRN01|BAND400-03|1951/01/01|4712/12/31|BAND400|32|3|N
MERGE|GradeStep|ALTAHRN01|BAND400-04|1951/01/01|4712/12/31|BAND400|33|4|N
MERGE|GradeStep|ALTAHRN01|BAND400-05|1951/01/01|4712/12/31|BAND400|34|5|N
MERGE|GradeStep|ALTAHRN01|BAND400-06|1951/01/01|4712/12/31|BAND400|35|6|Y
MERGE|GradeStep|ALTAHRN01|BAND400-07|1951/01/01|4712/12/31|BAND400|37|7|N
MERGE|GradeStep|ALTAHRN01|BAND400-08|1951/01/01|4712/12/31|BAND400|39|8|N
MERGE|GradeStep|ALTAHRN01|BAND400-09|1951/01/01|4712/12/31|BAND400|41|9|N
MERGE|GradeStep|ALTAHRN01|BAND400-10|1951/01/01|4712/12/31|BAND400|43|10|N
MERGE|GradeStep|ALTAHRN01|BAND400-11|1951/01/01|4712/12/31|BAND400|45|11|N
MERGE|GradeStep|ALTAHRN01|BAND400-12|1951/01/01|4712/12/31|BAND400|47|12|N
MERGE|GradeStep|ALTAHRN01|BAND400-13|1951/01/01|4712/12/31|BAND400|49|13|N
COMMENT   BAND 500 STEPS
MERGE|GradeStep|ALTAHRN01|BAND500-01|1951/01/01|4712/12/31|BAND500|41|1|N
MERGE|GradeStep|ALTAHRN01|BAND500-02|1951/01/01|4712/12/31|BAND500|42|2|N
MERGE|GradeStep|ALTAHRN01|BAND500-03|1951/01/01|4712/12/31|BAND500|43|3|N
MERGE|GradeStep|ALTAHRN01|BAND500-04|1951/01/01|4712/12/31|BAND500|44|4|N
MERGE|GradeStep|ALTAHRN01|BAND500-05|1951/01/01|4712/12/31|BAND500|45|5|N
MERGE|GradeStep|ALTAHRN01|BAND500-06|1951/01/01|4712/12/31|BAND500|46|6|Y
MERGE|GradeStep|ALTAHRN01|BAND500-07|1951/01/01|4712/12/31|BAND500|48|7|N
MERGE|GradeStep|ALTAHRN01|BAND500-08|1951/01/01|4712/12/31|BAND500|50|8|N
MERGE|GradeStep|ALTAHRN01|BAND500-09|1951/01/01|4712/12/31|BAND500|52|9|N
MERGE|GradeStep|ALTAHRN01|BAND500-10|1951/01/01|4712/12/31|BAND500|54|10|N
MERGE|GradeStep|ALTAHRN01|BAND500-11|1951/01/01|4712/12/31|BAND500|56|11|N
COMMENT   CCON STEPS
MERGE|GradeStep|ALTAHRN01|CCON-01|1951/01/01|4217/12/31|CCON|1|1|Y
MERGE|GradeStep|ALTAHRN01|CCON-02|1951/01/01|4217/12/31|CCON|2|2|N
MERGE|GradeStep|ALTAHRN01|CCON-03|1951/01/01|4217/12/31|CCON|3|3|N
MERGE|GradeStep|ALTAHRN01|CCON-04|1951/01/01|4217/12/31|CCON|4|4|N
MERGE|GradeStep|ALTAHRN01|CCON-05|1951/01/01|4217/12/31|CCON|5|5|N
MERGE|GradeStep|ALTAHRN01|CCON-06|1951/01/01|4217/12/31|CCON|6|6|N
MERGE|GradeStep|ALTAHRN01|CCON-07|1951/01/01|4217/12/31|CCON|7|7|N
MERGE|GradeStep|ALTAHRN01|CCON-08|1951/01/01|4217/12/31|CCON|8|8|N
COMMENT   CCONPROF1 STEPS
MERGE|GradeStep|ALTAHRN01|CCONPROF1-01|1951/01/01|4217/12/31|CCONPROF1|1|1|Y
MERGE|GradeStep|ALTAHRN01|CCONPROF1-02|1951/01/01|4217/12/31|CCONPROF1|2|2|N
MERGE|GradeStep|ALTAHRN01|CCONPROF1-03|1951/01/01|4217/12/31|CCONPROF1|3|3|N
MERGE|GradeStep|ALTAHRN01|CCONPROF1-04|1951/01/01|4217/12/31|CCONPROF1|4|4|N
MERGE|GradeStep|ALTAHRN01|CCONPROF1-05|1951/01/01|4217/12/31|CCONPROF1|5|5|N
MERGE|GradeStep|ALTAHRN01|CCONPROF1-06|1951/01/01|4217/12/31|CCONPROF1|6|6|N
MERGE|GradeStep|ALTAHRN01|CCONPROF1-07|1951/01/01|4217/12/31|CCONPROF1|7|7|N
MERGE|GradeStep|ALTAHRN01|CCONPROF1-08|1951/01/01|4217/12/31|CCONPROF1|8|8|N
COMMENT   CCONPROF2 STEPS
MERGE|GradeStep|ALTAHRN01|CCONPROF2-01|1951/01/01|4217/12/31|CCONPROF2|1|1|Y
MERGE|GradeStep|ALTAHRN01|CCONPROF2-02|1951/01/01|4217/12/31|CCONPROF2|2|2|N
MERGE|GradeStep|ALTAHRN01|CCONPROF2-03|1951/01/01|4217/12/31|CCONPROF2|3|3|N
MERGE|GradeStep|ALTAHRN01|CCONPROF2-04|1951/01/01|4217/12/31|CCONPROF2|4|4|N
MERGE|GradeStep|ALTAHRN01|CCONPROF2-05|1951/01/01|4217/12/31|CCONPROF2|5|5|N
MERGE|GradeStep|ALTAHRN01|CCONPROF2-06|1951/01/01|4217/12/31|CCONPROF2|6|6|N
MERGE|GradeStep|ALTAHRN01|CCONPROF2-07|1951/01/01|4217/12/31|CCONPROF2|7|7|N
MERGE|GradeStep|ALTAHRN01|CCONPROF2-08|1951/01/01|4217/12/31|CCONPROF2|8|8|N
COMMENT   CCONPROF3 STEPS
MERGE|GradeStep|ALTAHRN01|CCONPROF3-01|1951/01/01|4217/12/31|CCONPROF3|1|1|Y
MERGE|GradeStep|ALTAHRN01|CCONPROF3-02|1951/01/01|4217/12/31|CCONPROF3|2|2|N
MERGE|GradeStep|ALTAHRN01|CCONPROF3-03|1951/01/01|4217/12/31|CCONPROF3|3|3|N
MERGE|GradeStep|ALTAHRN01|CCONPROF3-04|1951/01/01|4217/12/31|CCONPROF3|4|4|N
MERGE|GradeStep|ALTAHRN01|CCONPROF3-05|1951/01/01|4217/12/31|CCONPROF3|5|5|N
MERGE|GradeStep|ALTAHRN01|CCONPROF3-06|1951/01/01|4217/12/31|CCONPROF3|6|6|N
MERGE|GradeStep|ALTAHRN01|CCONPROF3-07|1951/01/01|4217/12/31|CCONPROF3|7|7|N
MERGE|GradeStep|ALTAHRN01|CCONPROF3-08|1951/01/01|4217/12/31|CCONPROF3|8|8|N
COMMENT   CCONPROFD STEPS
MERGE|GradeStep|ALTAHRN01|CCONPROFD-01|1951/01/01|4217/12/31|CCONPROFD|1|1|Y
MERGE|GradeStep|ALTAHRN01|CCONPROFD-02|1951/01/01|4217/12/31|CCONPROFD|2|2|N
MERGE|GradeStep|ALTAHRN01|CCONPROFD-03|1951/01/01|4217/12/31|CCONPROFD|3|3|N
MERGE|GradeStep|ALTAHRN01|CCONPROFD-04|1951/01/01|4217/12/31|CCONPROFD|4|4|N
MERGE|GradeStep|ALTAHRN01|CCONPROFD-05|1951/01/01|4217/12/31|CCONPROFD|5|5|N
MERGE|GradeStep|ALTAHRN01|CCONPROFD-06|1951/01/01|4217/12/31|CCONPROFD|6|6|N
MERGE|GradeStep|ALTAHRN01|CCONPROFD-07|1951/01/01|4217/12/31|CCONPROFD|7|7|N
MERGE|GradeStep|ALTAHRN01|CCONPROFD-08|1951/01/01|4217/12/31|CCONPROFD|8|8|N
COMMENT   CCONPROFN STEPS
MERGE|GradeStep|ALTAHRN01|CCONPROFN-01|1951/01/01|4217/12/31|CCONPROFN|1|1|Y
MERGE|GradeStep|ALTAHRN01|CCONPROFN-02|1951/01/01|4217/12/31|CCONPROFN|2|2|N
MERGE|GradeStep|ALTAHRN01|CCONPROFN-03|1951/01/01|4217/12/31|CCONPROFN|3|3|N
MERGE|GradeStep|ALTAHRN01|CCONPROFN-04|1951/01/01|4217/12/31|CCONPROFN|4|4|N
MERGE|GradeStep|ALTAHRN01|CCONPROFN-05|1951/01/01|4217/12/31|CCONPROFN|5|5|N
MERGE|GradeStep|ALTAHRN01|CCONPROFN-06|1951/01/01|4217/12/31|CCONPROFN|6|6|N
MERGE|GradeStep|ALTAHRN01|CCONPROFN-07|1951/01/01|4217/12/31|CCONPROFN|7|7|N
MERGE|GradeStep|ALTAHRN01|CCONPROFN-08|1951/01/01|4217/12/31|CCONPROFN|8|8|N
COMMENT   CCONPROFU STEPS
MERGE|GradeStep|ALTAHRN01|CCONPROFU-01|1951/01/01|4217/12/31|CCONPROFU|1|1|Y
MERGE|GradeStep|ALTAHRN01|CCONPROFU-02|1951/01/01|4217/12/31|CCONPROFU|2|2|N
MERGE|GradeStep|ALTAHRN01|CCONPROFU-03|1951/01/01|4217/12/31|CCONPROFU|3|3|N
MERGE|GradeStep|ALTAHRN01|CCONPROFU-04|1951/01/01|4217/12/31|CCONPROFU|4|4|N
MERGE|GradeStep|ALTAHRN01|CCONPROFU-05|1951/01/01|4217/12/31|CCONPROFU|5|5|N
MERGE|GradeStep|ALTAHRN01|CCONPROFU-06|1951/01/01|4217/12/31|CCONPROFU|6|6|N
MERGE|GradeStep|ALTAHRN01|CCONPROFU-07|1951/01/01|4217/12/31|CCONPROFU|7|7|N
MERGE|GradeStep|ALTAHRN01|CCONPROFU-08|1951/01/01|4217/12/31|CCONPROFU|8|8|N
COMMENT   CSBCON STEPS
MERGE|GradeStep|ALTAHRN01|CSBCON-01|1951/01/01|4217/12/31|CSBCON|1|1|Y
MERGE|GradeStep|ALTAHRN01|CSBCON-02|1951/01/01|4217/12/31|CSBCON|2|2|N
MERGE|GradeStep|ALTAHRN01|CSBCON-03|1951/01/01|4217/12/31|CSBCON|3|3|N
MERGE|GradeStep|ALTAHRN01|CSBCON-04|1951/01/01|4217/12/31|CSBCON|4|4|N
MERGE|GradeStep|ALTAHRN01|CSBCON-05|1951/01/01|4217/12/31|CSBCON|5|5|N
MERGE|GradeStep|ALTAHRN01|CSBCON-06|1951/01/01|4217/12/31|CSBCON|6|6|N
MERGE|GradeStep|ALTAHRN01|CSBCON-07|1951/01/01|4217/12/31|CSBCON|7|7|N
MERGE|GradeStep|ALTAHRN01|CSBCON-08|1951/01/01|4217/12/31|CSBCON|8|8|N
COMMENT   CSBCONPROF1 STEPS
MERGE|GradeStep|ALTAHRN01|CSBCONPROF1-01|1951/01/01|4217/12/31|CSBCONPROF1|1|1|Y
MERGE|GradeStep|ALTAHRN01|CSBCONPROF1-02|1951/01/01|4217/12/31|CSBCONPROF1|2|2|N
MERGE|GradeStep|ALTAHRN01|CSBCONPROF1-03|1951/01/01|4217/12/31|CSBCONPROF1|3|3|N
MERGE|GradeStep|ALTAHRN01|CSBCONPROF1-04|1951/01/01|4217/12/31|CSBCONPROF1|4|4|N
MERGE|GradeStep|ALTAHRN01|CSBCONPROF1-05|1951/01/01|4217/12/31|CSBCONPROF1|5|5|N
MERGE|GradeStep|ALTAHRN01|CSBCONPROF1-06|1951/01/01|4217/12/31|CSBCONPROF1|6|6|N
MERGE|GradeStep|ALTAHRN01|CSBCONPROF1-07|1951/01/01|4217/12/31|CSBCONPROF1|7|7|N
MERGE|GradeStep|ALTAHRN01|CSBCONPROF1-08|1951/01/01|4217/12/31|CSBCONPROF1|8|8|N
COMMENT   CSBCONPROF2 STEPS
MERGE|GradeStep|ALTAHRN01|CSBCONPROF2-01|1951/01/01|4217/12/31|CSBCONPROF2|1|1|Y
MERGE|GradeStep|ALTAHRN01|CSBCONPROF2-02|1951/01/01|4217/12/31|CSBCONPROF2|2|2|N
MERGE|GradeStep|ALTAHRN01|CSBCONPROF2-03|1951/01/01|4217/12/31|CSBCONPROF2|3|3|N
MERGE|GradeStep|ALTAHRN01|CSBCONPROF2-04|1951/01/01|4217/12/31|CSBCONPROF2|4|4|N
MERGE|GradeStep|ALTAHRN01|CSBCONPROF2-05|1951/01/01|4217/12/31|CSBCONPROF2|5|5|N
MERGE|GradeStep|ALTAHRN01|CSBCONPROF2-06|1951/01/01|4217/12/31|CSBCONPROF2|6|6|N
MERGE|GradeStep|ALTAHRN01|CSBCONPROF2-07|1951/01/01|4217/12/31|CSBCONPROF2|7|7|N
MERGE|GradeStep|ALTAHRN01|CSBCONPROF2-08|1951/01/01|4217/12/31|CSBCONPROF2|8|8|N
COMMENT   CSBCONPROF3 STEPS
MERGE|GradeStep|ALTAHRN01|CSBCONPROF3-01|1951/01/01|4217/12/31|CSBCONPROF3|1|1|Y
MERGE|GradeStep|ALTAHRN01|CSBCONPROF3-02|1951/01/01|4217/12/31|CSBCONPROF3|2|2|N
MERGE|GradeStep|ALTAHRN01|CSBCONPROF3-03|1951/01/01|4217/12/31|CSBCONPROF3|3|3|N
MERGE|GradeStep|ALTAHRN01|CSBCONPROF3-04|1951/01/01|4217/12/31|CSBCONPROF3|4|4|N
MERGE|GradeStep|ALTAHRN01|CSBCONPROF3-05|1951/01/01|4217/12/31|CSBCONPROF3|5|5|N
MERGE|GradeStep|ALTAHRN01|CSBCONPROF3-06|1951/01/01|4217/12/31|CSBCONPROF3|6|6|N
MERGE|GradeStep|ALTAHRN01|CSBCONPROF3-07|1951/01/01|4217/12/31|CSBCONPROF3|7|7|N
MERGE|GradeStep|ALTAHRN01|CSBCONPROF3-08|1951/01/01|4217/12/31|CSBCONPROF3|8|8|N
COMMENT   CSBCONPROFD STEPS
MERGE|GradeStep|ALTAHRN01|CSBCONPROFD-01|1951/01/01|4217/12/31|CSBCONPROFD|1|1|Y
MERGE|GradeStep|ALTAHRN01|CSBCONPROFD-02|1951/01/01|4217/12/31|CSBCONPROFD|2|2|N
MERGE|GradeStep|ALTAHRN01|CSBCONPROFD-03|1951/01/01|4217/12/31|CSBCONPROFD|3|3|N
MERGE|GradeStep|ALTAHRN01|CSBCONPROFD-04|1951/01/01|4217/12/31|CSBCONPROFD|4|4|N
MERGE|GradeStep|ALTAHRN01|CSBCONPROFD-05|1951/01/01|4217/12/31|CSBCONPROFD|5|5|N
MERGE|GradeStep|ALTAHRN01|CSBCONPROFD-06|1951/01/01|4217/12/31|CSBCONPROFD|6|6|N
MERGE|GradeStep|ALTAHRN01|CSBCONPROFD-07|1951/01/01|4217/12/31|CSBCONPROFD|7|7|N
MERGE|GradeStep|ALTAHRN01|CSBCONPROFD-08|1951/01/01|4217/12/31|CSBCONPROFD|8|8|N
COMMENT   CSBCONPROFU STEPS
MERGE|GradeStep|ALTAHRN01|CSBCONPROFU-01|1951/01/01|4217/12/31|CSBCONPROFU|1|1|Y
MERGE|GradeStep|ALTAHRN01|CSBCONPROFU-02|1951/01/01|4217/12/31|CSBCONPROFU|2|2|N
MERGE|GradeStep|ALTAHRN01|CSBCONPROFU-03|1951/01/01|4217/12/31|CSBCONPROFU|3|3|N
MERGE|GradeStep|ALTAHRN01|CSBCONPROFU-04|1951/01/01|4217/12/31|CSBCONPROFU|4|4|N
MERGE|GradeStep|ALTAHRN01|CSBCONPROFU-05|1951/01/01|4217/12/31|CSBCONPROFU|5|5|N
MERGE|GradeStep|ALTAHRN01|CSBCONPROFU-06|1951/01/01|4217/12/31|CSBCONPROFU|6|6|N
MERGE|GradeStep|ALTAHRN01|CSBCONPROFU-07|1951/01/01|4217/12/31|CSBCONPROFU|7|7|N
MERGE|GradeStep|ALTAHRN01|CSBCONPROFU-08|1951/01/01|4217/12/31|CSBCONPROFU|8|8|N
COMMENT   CSBCONPROFN STEPS
MERGE|GradeStep|ALTAHRN01|CSBCONPROFN-01|1951/01/01|4217/12/31|CSBCONPROFN|1|1|Y
MERGE|GradeStep|ALTAHRN01|CSBCONPROFN-02|1951/01/01|4217/12/31|CSBCONPROFN|2|2|N
MERGE|GradeStep|ALTAHRN01|CSBCONPROFN-03|1951/01/01|4217/12/31|CSBCONPROFN|3|3|N
MERGE|GradeStep|ALTAHRN01|CSBCONPROFN-04|1951/01/01|4217/12/31|CSBCONPROFN|4|4|N
MERGE|GradeStep|ALTAHRN01|CSBCONPROFN-05|1951/01/01|4217/12/31|CSBCONPROFN|5|5|N
MERGE|GradeStep|ALTAHRN01|CSBCONPROFN-06|1951/01/01|4217/12/31|CSBCONPROFN|6|6|N
MERGE|GradeStep|ALTAHRN01|CSBCONPROFN-07|1951/01/01|4217/12/31|CSBCONPROFN|7|7|N
MERGE|GradeStep|ALTAHRN01|CSBCONPROFN-08|1951/01/01|4217/12/31|CSBCONPROFN|8|8|N
COMMENT  CBCON STEPS
MERGE|GradeStep|ALTAHRN01|CBCON-01|1951/01/01|4217/12/31|CBCON|1|1|Y
MERGE|GradeStep|ALTAHRN01|CBCON-02|1951/01/01|4217/12/31|CBCON|2|2|N
MERGE|GradeStep|ALTAHRN01|CBCON-03|1951/01/01|4217/12/31|CBCON|3|3|N
MERGE|GradeStep|ALTAHRN01|CBCON-04|1951/01/01|4217/12/31|CBCON|4|4|N
MERGE|GradeStep|ALTAHRN01|CBCON-05|1951/01/01|4217/12/31|CBCON|5|5|N
MERGE|GradeStep|ALTAHRN01|CBCON-06|1951/01/01|4217/12/31|CBCON|6|6|N
MERGE|GradeStep|ALTAHRN01|CBCON-07|1951/01/01|4217/12/31|CBCON|7|7|N
MERGE|GradeStep|ALTAHRN01|CBCON-08|1951/01/01|4217/12/31|CBCON|8|8|N
COMMENT   GRADE 6 STEPS
MERGE|GradeStep|ALTAHRN01|GRADE6-01|1951/01/01|4217/12/31|GRADE6|23|1|N
MERGE|GradeStep|ALTAHRN01|GRADE6-02|1951/01/01|4217/12/31|GRADE6|24|2|N
MERGE|GradeStep|ALTAHRN01|GRADE6-03|1951/01/01|4217/12/31|GRADE6|26|3|Y
MERGE|GradeStep|ALTAHRN01|GRADE6-04|1951/01/01|4217/12/31|GRADE6|27|4|N
MERGE|GradeStep|ALTAHRN01|GRADE6-05|1951/01/01|4217/12/31|GRADE6|28|5|N
MERGE|GradeStep|ALTAHRN01|GRADE6-06|1951/01/01|4217/12/31|GRADE6|29|6|N
MERGE|GradeStep|ALTAHRN01|GRADE6-07|1951/01/01|4217/12/31|GRADE6|30|7|N
COMMENT   GRADE 7 STEPS
MERGE|GradeStep|ALTAHRN01|GRADE7-01|1951/01/01|4217/12/31|GRADE7|27|1|N
MERGE|GradeStep|ALTAHRN01|GRADE7-02|1951/01/01|4217/12/31|GRADE7|29|2|N
MERGE|GradeStep|ALTAHRN01|GRADE7-03|1951/01/01|4217/12/31|GRADE7|30|3|N
MERGE|GradeStep|ALTAHRN01|GRADE7-04|1951/01/01|4217/12/31|GRADE7|33|4|N
MERGE|GradeStep|ALTAHRN01|GRADE7-05|1951/01/01|4217/12/31|GRADE7|36|5|Y
MERGE|GradeStep|ALTAHRN01|GRADE7-06|1951/01/01|4217/12/31|GRADE7|37|6|N
MERGE|GradeStep|ALTAHRN01|GRADE7-07|1951/01/01|4217/12/31|GRADE7|38|7|N
COMMENT   GRADE 8 STEPS
MERGE|GradeStep|ALTAHRN01|GRADE8-01|1951/01/01|4217/12/31|GRADE8|37|1|N
MERGE|GradeStep|ALTAHRN01|GRADE8-02|1951/01/01|4217/12/31|GRADE8|38|2|N
MERGE|GradeStep|ALTAHRN01|GRADE8-03|1951/01/01|4217/12/31|GRADE8|39|3|N
MERGE|GradeStep|ALTAHRN01|GRADE8-04|1951/01/01|4217/12/31|GRADE8|41|4|N
MERGE|GradeStep|ALTAHRN01|GRADE8-05|1951/01/01|4217/12/31|GRADE8|43|5|Y
MERGE|GradeStep|ALTAHRN01|GRADE8-06|1951/01/01|4217/12/31|GRADE8|44|6|N
MERGE|GradeStep|ALTAHRN01|GRADE8-07|1951/01/01|4217/12/31|GRADE8|45|7|N
MERGE|GradeStep|ALTAHRN01|GRADE8-08|1951/01/01|4217/12/31|GRADE8|46|8|N
MERGE|GradeStep|ALTAHRN01|GRADE8-09|1951/01/01|4217/12/31|GRADE8|47|9|N
COMMENT   GRADE 9 STEPS
MERGE|GradeStep|ALTAHRN01|GRADE9-01|1951/01/01|4217/12/31|GRADE9|44|1|N
MERGE|GradeStep|ALTAHRN01|GRADE9-02|1951/01/01|4217/12/31|GRADE9|46|2|N
MERGE|GradeStep|ALTAHRN01|GRADE9-03|1951/01/01|4217/12/31|GRADE9|47|3|N
MERGE|GradeStep|ALTAHRN01|GRADE9-04|1951/01/01|4217/12/31|GRADE9|48|4|N
MERGE|GradeStep|ALTAHRN01|GRADE9-05|1951/01/01|4217/12/31|GRADE9|49|5|Y
MERGE|GradeStep|ALTAHRN01|GRADE9-06|1951/01/01|4217/12/31|GRADE9|50|6|N
MERGE|GradeStep|ALTAHRN01|GRADE9-07|1951/01/01|4217/12/31|GRADE9|51|7|N
MERGE|GradeStep|ALTAHRN01|GRADE9-08|1951/01/01|4217/12/31|GRADE9|52|8|N
MERGE|GradeStep|ALTAHRN01|GRADE9-09|1951/01/01|4217/12/31|GRADE9|53|9|N
MERGE|GradeStep|ALTAHRN01|GRADE9-10|1951/01/01|4217/12/31|GRADE9|54|10|N
MERGE|GradeStep|ALTAHRN01|GRADE9-11|1951/01/01|4217/12/31|GRADE9|55|11|N
MERGE|GradeStep|ALTAHRN01|GRADE9-12|1951/01/01|4217/12/31|GRADE9|56|12|N
MERGE|GradeStep|ALTAHRN01|GRADE9-13|1951/01/01|4217/12/31|GRADE9|57|13|N
MERGE|GradeStep|ALTAHRN01|GRADE9-14|1951/01/01|4217/12/31|GRADE9|58|14|N
COMMENT   PROF 1 STEPS
MERGE|GradeStep|ALTAHRN01|PROF1-01|1951/01/01|4217/12/31|PROF1|4|1|Y
MERGE|GradeStep|ALTAHRN01|PROF1-02|1951/01/01|4217/12/31|PROF1|5|2|N
MERGE|GradeStep|ALTAHRN01|PROF1-03|1951/01/01|4217/12/31|PROF1|6|3|N
MERGE|GradeStep|ALTAHRN01|PROF1-04|1951/01/01|4217/12/31|PROF1|7|4|N
MERGE|GradeStep|ALTAHRN01|PROF1-05|1951/01/01|4217/12/31|PROF1|8|5|N
MERGE|GradeStep|ALTAHRN01|PROF1-06|1951/01/01|4217/12/31|PROF1|9|6|N
MERGE|GradeStep|ALTAHRN01|PROF1-07|1951/01/01|4217/12/31|PROF1|10|7|N
MERGE|GradeStep|ALTAHRN01|PROF1-08|1951/01/01|4217/12/31|PROF1|11|8|N
COMMENT   PROF2 STEPS
MERGE|GradeStep|ALTAHRN01|PROF2-01|1951/01/01|4217/12/31|PROF2|8|1|Y
MERGE|GradeStep|ALTAHRN01|PROF2-02|1951/01/01|4217/12/31|PROF2|9|2|N
MERGE|GradeStep|ALTAHRN01|PROF2-03|1951/01/01|4217/12/31|PROF2|10|3|N
MERGE|GradeStep|ALTAHRN01|PROF2-04|1951/01/01|4217/12/31|PROF2|11|4|N
MERGE|GradeStep|ALTAHRN01|PROF2-05|1951/01/01|4217/12/31|PROF2|12|5|N
MERGE|GradeStep|ALTAHRN01|PROF2-06|1951/01/01|4217/12/31|PROF2|13|6|N
MERGE|GradeStep|ALTAHRN01|PROF2-07|1951/01/01|4217/12/31|PROF2|14|7|N
MERGE|GradeStep|ALTAHRN01|PROF2-08|1951/01/01|4217/12/31|PROF2|15|8|N
MERGE|GradeStep|ALTAHRN01|PROF2-09|1951/01/01|4217/12/31|PROF2|16|9|N
COMMENT  PROF3 STEPS
MERGE|GradeStep|ALTAHRN01|PROF3-01|1951/01/01|4217/12/31|PROF3|13|1|Y
MERGE|GradeStep|ALTAHRN01|PROF3-02|1951/01/01|4217/12/31|PROF3|14|2|N
MERGE|GradeStep|ALTAHRN01|PROF3-03|1951/01/01|4217/12/31|PROF3|15|3|N
MERGE|GradeStep|ALTAHRN01|PROF3-04|1951/01/01|4217/12/31|PROF3|16|4|N
MERGE|GradeStep|ALTAHRN01|PROF3-05|1951/01/01|4217/12/31|PROF3|17|5|N
MERGE|GradeStep|ALTAHRN01|PROF3-06|1951/01/01|4217/12/31|PROF3|18|6|N
MERGE|GradeStep|ALTAHRN01|PROF3-07|1951/01/01|4217/12/31|PROF3|19|7|N
MERGE|GradeStep|ALTAHRN01|PROF3-08|1951/01/01|4217/12/31|PROF3|20|8|N
MERGE|GradeStep|ALTAHRN01|PROF3-09|1951/01/01|4217/12/31|PROF3|21|9|N
MERGE|GradeStep|ALTAHRN01|PROF3-10|1951/01/01|4217/12/31|PROF3|22|10|N
COMMENT  DPROF STEPS
MERGE|GradeStep|ALTAHRN01|DPROF-01|1951/01/01|4217/12/31|DPROF|21|1|Y
MERGE|GradeStep|ALTAHRN01|DPROF-02|1951/01/01|4217/12/31|DPROF|22|2|N
COMMENT  PROFNB STEPS
MERGE|GradeStep|ALTAHRN01|PROFNB-01|1951/01/01|4217/12/31|PROFNB|4|1|Y
MERGE|GradeStep|ALTAHRN01|PROFNB-02|1951/01/01|4217/12/31|PROFNB|5|2|N
MERGE|GradeStep|ALTAHRN01|PROFNB-03|1951/01/01|4217/12/31|PROFNB|6|3|N
MERGE|GradeStep|ALTAHRN01|PROFNB-04|1951/01/01|4217/12/31|PROFNB|7|4|N
MERGE|GradeStep|ALTAHRN01|PROFNB-05|1951/01/01|4217/12/31|PROFNB|8|5|N
MERGE|GradeStep|ALTAHRN01|PROFNB-06|1951/01/01|4217/12/31|PROFNB|9|6|N
MERGE|GradeStep|ALTAHRN01|PROFNB-07|1951/01/01|4217/12/31|PROFNB|10|7|N
