METADATA|PersonReligion|SourceSystemOwner|SourceSystemId|PersonId(SourceSystemId)|LegislationCode|Religion|PrimaryFlag
MERGE|PersonReligion|ALTAHRN01|5555560_RELBLF|5555560|GB|13|Y
MERGE|PersonReligion|ALTAHRN01|5555571_RELBLF|5555571|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5555596_RELBLF|5555596|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5555621_RELBLF|5555621|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5555892_RELBLF|5555892|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5556191_RELBLF|5556191|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5556320_RELBLF|5556320|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5556352_RELBLF|5556352|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5557259_RELBLF|5557259|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5557422_RELBLF|5557422|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5557756_RELBLF|5557756|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5558100_RELBLF|5558100|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5558463_RELBLF|5558463|GB|01|Y
MERGE|PersonReligion|ALTAHRN01|5558749_RELBLF|5558749|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5558779_RELBLF|5558779|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5558940_RELBLF|5558940|GB|01|Y
MERGE|PersonReligion|ALTAHRN01|5558945_RELBLF|5558945|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5559270_RELBLF|5559270|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5559271_RELBLF|5559271|GB|01|Y
MERGE|PersonReligion|ALTAHRN01|5559309_RELBLF|5559309|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5559536_RELBLF|5559536|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5559628_RELBLF|5559628|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5559745_RELBLF|5559745|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5559808_RELBLF|5559808|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5559920_RELBLF|5559920|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5559934_RELBLF|5559934|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5560251_RELBLF|5560251|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5560390_RELBLF|5560390|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5560397_RELBLF|5560397|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5560578_RELBLF|5560578|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5560581_RELBLF|5560581|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5560995_RELBLF|5560995|GB|01|Y
MERGE|PersonReligion|ALTAHRN01|5561020_RELBLF|5561020|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5561271_RELBLF|5561271|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5561595_RELBLF|5561595|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5561756_RELBLF|5561756|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5562054_RELBLF|5562054|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5562142_RELBLF|5562142|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5562319_RELBLF|5562319|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5562415_RELBLF|5562415|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5562663_RELBLF|5562663|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5562702_RELBLF|5562702|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5563035_RELBLF|5563035|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5563045_RELBLF|5563045|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5563485_RELBLF|5563485|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5563717_RELBLF|5563717|GB|13|Y
MERGE|PersonReligion|ALTAHRN01|5563923_RELBLF|5563923|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5564098_RELBLF|5564098|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5564150_RELBLF|5564150|GB|13|Y
MERGE|PersonReligion|ALTAHRN01|5564153_RELBLF|5564153|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5564156_RELBLF|5564156|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5564530_RELBLF|5564530|GB|13|Y
MERGE|PersonReligion|ALTAHRN01|5564531_RELBLF|5564531|GB|13|Y
MERGE|PersonReligion|ALTAHRN01|5564654_RELBLF|5564654|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5564665_RELBLF|5564665|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5564973_RELBLF|5564973|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5565000_RELBLF|5565000|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5565293_RELBLF|5565293|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5565745_RELBLF|5565745|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5565751_RELBLF|5565751|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5565917_RELBLF|5565917|GB|13|Y
MERGE|PersonReligion|ALTAHRN01|5567012_RELBLF|5567012|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5567503_RELBLF|5567503|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5567971_RELBLF|5567971|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5568193_RELBLF|5568193|GB|13|Y
MERGE|PersonReligion|ALTAHRN01|5568754_RELBLF|5568754|GB|01|Y
MERGE|PersonReligion|ALTAHRN01|5568843_RELBLF|5568843|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5568912_RELBLF|5568912|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5569452_RELBLF|5569452|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5569595_RELBLF|5569595|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5569738_RELBLF|5569738|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5569874_RELBLF|5569874|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5570359_RELBLF|5570359|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5570475_RELBLF|5570475|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5570760_RELBLF|5570760|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5570798_RELBLF|5570798|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5570995_RELBLF|5570995|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5571094_RELBLF|5571094|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5571409_RELBLF|5571409|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5571543_RELBLF|5571543|GB|13|Y
MERGE|PersonReligion|ALTAHRN01|5571888_RELBLF|5571888|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5572105_RELBLF|5572105|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5572520_RELBLF|5572520|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5572762_RELBLF|5572762|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5573026_RELBLF|5573026|GB|01|Y
MERGE|PersonReligion|ALTAHRN01|5573201_RELBLF|5573201|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5573423_RELBLF|5573423|GB|13|Y
MERGE|PersonReligion|ALTAHRN01|5573763_RELBLF|5573763|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5574002_RELBLF|5574002|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5574190_RELBLF|5574190|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5574305_RELBLF|5574305|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5575074_RELBLF|5575074|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5575256_RELBLF|5575256|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5575285_RELBLF|5575285|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5575362_RELBLF|5575362|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5576151_RELBLF|5576151|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5576386_RELBLF|5576386|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5576546_RELBLF|5576546|GB|13|Y
MERGE|PersonReligion|ALTAHRN01|5576750_RELBLF|5576750|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5577023_RELBLF|5577023|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5577259_RELBLF|5577259|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5577574_RELBLF|5577574|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5578052_RELBLF|5578052|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5578157_RELBLF|5578157|GB|13|Y
MERGE|PersonReligion|ALTAHRN01|5578336_RELBLF|5578336|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5770887_RELBLF|5770887|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5775617_RELBLF|5775617|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5778543_RELBLF|5778543|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5778629_RELBLF|5778629|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5779233_RELBLF|5779233|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5779335_RELBLF|5779335|GB|01|Y
MERGE|PersonReligion|ALTAHRN01|5780371_RELBLF|5780371|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5782173_RELBLF|5782173|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5783832_RELBLF|5783832|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5784653_RELBLF|5784653|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5788533_RELBLF|5788533|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5788996_RELBLF|5788996|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5789073_RELBLF|5789073|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5789835_RELBLF|5789835|GB|01|Y
MERGE|PersonReligion|ALTAHRN01|5790237_RELBLF|5790237|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5790593_RELBLF|5790593|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5790985_RELBLF|5790985|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5791043_RELBLF|5791043|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5791206_RELBLF|5791206|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5791721_RELBLF|5791721|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5791987_RELBLF|5791987|GB|13|Y
MERGE|PersonReligion|ALTAHRN01|5793596_RELBLF|5793596|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5793979_RELBLF|5793979|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5794039_RELBLF|5794039|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5794295_RELBLF|5794295|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5794333_RELBLF|5794333|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5794366_RELBLF|5794366|GB|13|Y
MERGE|PersonReligion|ALTAHRN01|5794706_RELBLF|5794706|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5796531_RELBLF|5796531|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5796576_RELBLF|5796576|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5797644_RELBLF|5797644|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5797755_RELBLF|5797755|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5798367_RELBLF|5798367|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5798388_RELBLF|5798388|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5798891_RELBLF|5798891|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5799512_RELBLF|5799512|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5799581_RELBLF|5799581|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5799591_RELBLF|5799591|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5800825_RELBLF|5800825|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5801462_RELBLF|5801462|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5801599_RELBLF|5801599|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5802101_RELBLF|5802101|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5802369_RELBLF|5802369|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5802428_RELBLF|5802428|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5802902_RELBLF|5802902|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5803163_RELBLF|5803163|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5803480_RELBLF|5803480|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5803961_RELBLF|5803961|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5804365_RELBLF|5804365|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5804504_RELBLF|5804504|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5804722_RELBLF|5804722|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5805571_RELBLF|5805571|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5805580_RELBLF|5805580|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5805729_RELBLF|5805729|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5805758_RELBLF|5805758|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5805776_RELBLF|5805776|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5807400_RELBLF|5807400|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5807494_RELBLF|5807494|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5807534_RELBLF|5807534|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5807702_RELBLF|5807702|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5807852_RELBLF|5807852|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5807889_RELBLF|5807889|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5807959_RELBLF|5807959|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5808724_RELBLF|5808724|GB|01|Y
MERGE|PersonReligion|ALTAHRN01|5808770_RELBLF|5808770|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5808883_RELBLF|5808883|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5808921_RELBLF|5808921|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5809008_RELBLF|5809008|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5809027_RELBLF|5809027|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5809118_RELBLF|5809118|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5809184_RELBLF|5809184|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5809469_RELBLF|5809469|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5809638_RELBLF|5809638|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5810180_RELBLF|5810180|GB|01|Y
MERGE|PersonReligion|ALTAHRN01|5810337_RELBLF|5810337|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5811073_RELBLF|5811073|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5811112_RELBLF|5811112|GB|01|Y
MERGE|PersonReligion|ALTAHRN01|5811419_RELBLF|5811419|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5812009_RELBLF|5812009|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5812199_RELBLF|5812199|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5812294_RELBLF|5812294|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5812536_RELBLF|5812536|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5812792_RELBLF|5812792|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5813383_RELBLF|5813383|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5813384_RELBLF|5813384|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5813495_RELBLF|5813495|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5813904_RELBLF|5813904|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5813919_RELBLF|5813919|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5813934_RELBLF|5813934|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5814044_RELBLF|5814044|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5814881_RELBLF|5814881|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5815115_RELBLF|5815115|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5815132_RELBLF|5815132|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5815137_RELBLF|5815137|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5815188_RELBLF|5815188|GB|01|Y
MERGE|PersonReligion|ALTAHRN01|5815352_RELBLF|5815352|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5815564_RELBLF|5815564|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5815949_RELBLF|5815949|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5816650_RELBLF|5816650|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5816719_RELBLF|5816719|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5816869_RELBLF|5816869|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5816987_RELBLF|5816987|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5817027_RELBLF|5817027|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5817057_RELBLF|5817057|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5817469_RELBLF|5817469|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5817486_RELBLF|5817486|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5818042_RELBLF|5818042|GB|01|Y
MERGE|PersonReligion|ALTAHRN01|5818055_RELBLF|5818055|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5818624_RELBLF|5818624|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5819128_RELBLF|5819128|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5819137_RELBLF|5819137|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5819141_RELBLF|5819141|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5819142_RELBLF|5819142|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5819177_RELBLF|5819177|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5819286_RELBLF|5819286|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5819951_RELBLF|5819951|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5820131_RELBLF|5820131|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5820139_RELBLF|5820139|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5820567_RELBLF|5820567|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5820630_RELBLF|5820630|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5820753_RELBLF|5820753|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5821528_RELBLF|5821528|GB|13|Y
MERGE|PersonReligion|ALTAHRN01|5821626_RELBLF|5821626|GB|01|Y
MERGE|PersonReligion|ALTAHRN01|5821683_RELBLF|5821683|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5821780_RELBLF|5821780|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5821793_RELBLF|5821793|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5822018_RELBLF|5822018|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5822038_RELBLF|5822038|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5822298_RELBLF|5822298|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5822340_RELBLF|5822340|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5822527_RELBLF|5822527|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5823287_RELBLF|5823287|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5823411_RELBLF|5823411|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5823537_RELBLF|5823537|GB|01|Y
MERGE|PersonReligion|ALTAHRN01|5823892_RELBLF|5823892|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5824195_RELBLF|5824195|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5824240_RELBLF|5824240|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5824457_RELBLF|5824457|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5824548_RELBLF|5824548|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5824815_RELBLF|5824815|GB|13|Y
MERGE|PersonReligion|ALTAHRN01|5825222_RELBLF|5825222|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5825293_RELBLF|5825293|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5825986_RELBLF|5825986|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5826004_RELBLF|5826004|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5826017_RELBLF|5826017|GB|01|Y
MERGE|PersonReligion|ALTAHRN01|5826363_RELBLF|5826363|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5826582_RELBLF|5826582|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5826736_RELBLF|5826736|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5826923_RELBLF|5826923|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5827346_RELBLF|5827346|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5827465_RELBLF|5827465|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5827727_RELBLF|5827727|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5828002_RELBLF|5828002|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5828103_RELBLF|5828103|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5829142_RELBLF|5829142|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5829697_RELBLF|5829697|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5829785_RELBLF|5829785|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5829936_RELBLF|5829936|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5829979_RELBLF|5829979|GB|13|Y
MERGE|PersonReligion|ALTAHRN01|5830695_RELBLF|5830695|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5850295_RELBLF|5850295|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5850366_RELBLF|5850366|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5850665_RELBLF|5850665|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5850748_RELBLF|5850748|GB|13|Y
MERGE|PersonReligion|ALTAHRN01|5850837_RELBLF|5850837|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5851027_RELBLF|5851027|GB|13|Y
MERGE|PersonReligion|ALTAHRN01|5851163_RELBLF|5851163|GB|01|Y
MERGE|PersonReligion|ALTAHRN01|5851246_RELBLF|5851246|GB|13|Y
MERGE|PersonReligion|ALTAHRN01|5851420_RELBLF|5851420|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5851457_RELBLF|5851457|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5851758_RELBLF|5851758|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5851817_RELBLF|5851817|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5851961_RELBLF|5851961|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5852231_RELBLF|5852231|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5852362_RELBLF|5852362|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5852429_RELBLF|5852429|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5852568_RELBLF|5852568|GB|01|Y
MERGE|PersonReligion|ALTAHRN01|5852816_RELBLF|5852816|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5853023_RELBLF|5853023|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5853392_RELBLF|5853392|GB|13|Y
MERGE|PersonReligion|ALTAHRN01|5853537_RELBLF|5853537|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5853615_RELBLF|5853615|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5853641_RELBLF|5853641|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5853883_RELBLF|5853883|GB|13|Y
MERGE|PersonReligion|ALTAHRN01|5854225_RELBLF|5854225|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5854388_RELBLF|5854388|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5854663_RELBLF|5854663|GB|13|Y
MERGE|PersonReligion|ALTAHRN01|5854799_RELBLF|5854799|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5854983_RELBLF|5854983|GB|13|Y
MERGE|PersonReligion|ALTAHRN01|5855044_RELBLF|5855044|GB|98|Y
MERGE|PersonReligion|ALTAHRN01|5855064_RELBLF|5855064|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5855410_RELBLF|5855410|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5855630_RELBLF|5855630|GB|13|Y
MERGE|PersonReligion|ALTAHRN01|5856131_RELBLF|5856131|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5856387_RELBLF|5856387|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5856550_RELBLF|5856550|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5856741_RELBLF|5856741|GB|12|Y
MERGE|PersonReligion|ALTAHRN01|5856838_RELBLF|5856838|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5856935_RELBLF|5856935|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5857161_RELBLF|5857161|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5857193_RELBLF|5857193|GB|01|Y
MERGE|PersonReligion|ALTAHRN01|5857242_RELBLF|5857242|GB|03|Y
MERGE|PersonReligion|ALTAHRN01|5857433_RELBLF|5857433|GB|13|Y
MERGE|PersonReligion|ALTAHRN01|5857648_RELBLF|5857648|GB|01|Y
MERGE|PersonReligion|ALTAHRN01|5857668_RELBLF|5857668|GB|13|Y
MERGE|PersonReligion|ALTAHRN01|5857849_RELBLF|5857849|GB|80|Y
MERGE|PersonReligion|ALTAHRN01|5858067_RELBLF|5858067|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5858321_RELBLF|5858321|GB|02|Y
MERGE|PersonReligion|ALTAHRN01|5859020_RELBLF|5859020|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5859329_RELBLF|5859329|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5859945_RELBLF|5859945|GB|01|Y
MERGE|PersonReligion|ALTAHRN01|5860018_RELBLF|5860018|GB|01|Y
MERGE|PersonReligion|ALTAHRN01|5860294_RELBLF|5860294|GB|11|Y
MERGE|PersonReligion|ALTAHRN01|5860729_RELBLF|5860729|GB|10|Y
MERGE|PersonReligion|ALTAHRN01|5861153_RELBLF|5861153|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5861188_RELBLF|5861188|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5861308_RELBLF|5861308|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5861792_RELBLF|5861792|GB|14|Y
MERGE|PersonReligion|ALTAHRN01|5861809_RELBLF|5861809|GB|13|Y
