COMMENT  ####
COMMENT  #  ORGANIZATION - MINIMAL SUBSET  (FOR HR)
COMMENT  ####
MERGE|Organization|SourceSystemOwner|SourceSystemId|EffectiveStartDate|Name|ClassificationCode|LocationId(SourceSystemId)
MERGE|OrgUnitClassification|ALTAHRN01|RES_SEC4_DEPT|1951-01-01|RES_SEC4|DEPARTMENT|300000001493021|A
MERGE|OrgUnitClassification|ALTAHRN01|SCH_LCAHM_DEPT|1951-01-01|SCH_LCAHM|DEPARTMENT|300000001493021|A
MERGE|OrgUnitClassification|ALTAHRN01|SCH_BIOSCI_DEPT|1901-01-01|SCH_BIOSCI|DEPARTMENT|300000001493021|A
MERGE|OrgUnitClassification|ALTAHRN01|SCH_CHEMENG_DEPT|1901-01-01|SCH_CHEMENG|DEPARTMENT|300000001493021|A
MERGE|OrgUnitClassification|ALTAHRN01|SCH_CHEM_DEPT|1951-01-01|SCH_CHEM|DEPARTMENT|300000001493021|A
MERGE|OrgUnitClassification|ALTAHRN01|SCH_CIVENG_DEPT|1901-01-01|SCH_CIVENG|DEPARTMENT|300000001493021|A
MERGE|OrgUnitClassification|ALTAHRN01|SCH_COMPSCI_DEPT|1951-01-01|SCH_COMPSCI|DEPARTMENT|300000001493021|A
MERGE|OrgUnitClassification|ALTAHRN01|SCH_DENTISTRY_DEPT|1951-01-01|SCH_DENTISTRY|DEPARTMENT|300000001493021|A
MERGE|OrgUnitClassification|ALTAHRN01|SCH_EDUC_DEPT|1951-01-01|SCH_EDUC|DEPARTMENT|300000001493021|A
MERGE|OrgUnitClassification|ALTAHRN01|SCH_ENG_DEPT|1951-01-01|SCH_ENG|DEPARTMENT|300000001493021|A
MERGE|OrgUnitClassification|ALTAHRN01|SCH_EAACS_DEPT|1951-01-01|SCH_EAACS|DEPARTMENT|300000001493021|A
MERGE|OrgUnitClassification|ALTAHRN01|SCH_GEES_DEPT|1951-01-01|SCH_GEES|DEPARTMENT|300000001493021|A
MERGE|OrgUnitClassification|ALTAHRN01|SCH_MATHS_DEPT|1951-01-01|SCH_MATHS|DEPARTMENT|300000001493021|A
MERGE|OrgUnitClassification|ALTAHRN01|SCH_METMAT_DEPT|1951-01-01|SCH_METMAT|DEPARTMENT|300000001493021|A
MERGE|OrgUnitClassification|ALTAHRN01|SCH_PTR_DEPT|1951-01-01|SCH_PTR|DEPARTMENT|300000001493021|A
MERGE|OrgUnitClassification|ALTAHRN01|SCH_PHYSASTRO_DEPT|1951-01-01|SCH_PHYSASTRO|DEPARTMENT|300000001493021|A
MERGE|OrgUnitClassification|ALTAHRN01|SCH_PSYCHOLOGY_DEPT|1951-01-01|SCH_PSYCHOLOGY|DEPARTMENT|300000001493021|A
MERGE|OrgUnitClassification|ALTAHRN01|DEP SPECCOLL_DEPT|1951-01-01|DEP SPECCOLL|DEPARTMENT|300000001493021|A
MERGE|OrgUnitClassification|ALTAHRN01|STRATPLAN_DEPT|1951-01-01|STRATPLAN|DEPARTMENT|300000001493021|A
MERGE|OrgUnitClassification|ALTAHRN01|STUDSERV_DEPT|1951-01-01|STUDSERV|DEPARTMENT|300000001493021|A
MERGE|OrgUnitClassification|ALTAHRN01|TEACHLEARN_DEPT|1951-01-01|TEACHLEARN|DEPARTMENT|300000001493021|A
MERGE|OrgUnitClassification|ALTAHRN01|UNIADMIN_DEPT|1951-01-01|UNIADMIN|DEPARTMENT|300000001493021|A
MERGE|OrgUnitClassification|ALTAHRN01|UNISERVICES_DEPT|1951-01-01|UNISERVICES|DEPARTMENT|300000001493021|A
MERGE|OrgUnitClassification|ALTAHRN01|VCSUITE_DEPT|1951-01-01|VCSUITE|DEPARTMENT|300000001493021|A
MERGE|OrgUnitClassification|ALTAHRN01|WORKLINK_DEPT|1951-01-01|WORKLINK|DEPARTMENT|300000001493021|A
