METADATA|PersonEthnicity|SourceSystemOwner|SourceSystemId|PersonId(SourceSystemId)|LegislationCode|Ethnicity|PrimaryFlag
MERGE|PersonEthnicity|ALTAHRN01|5917786_ETHNICITY|5917786|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5917986_ETHNICITY|5917986|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5918403_ETHNICITY|5918403|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5918450_ETHNICITY|5918450|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5918460_ETHNICITY|5918460|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5918789_ETHNICITY|5918789|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5918846_ETHNICITY|5918846|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5919615_ETHNICITY|5919615|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5919878_ETHNICITY|5919878|GB|50|Y
MERGE|PersonEthnicity|ALTAHRN01|5920212_ETHNICITY|5920212|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5920313_ETHNICITY|5920313|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5920398_ETHNICITY|5920398|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5920432_ETHNICITY|5920432|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5920611_ETHNICITY|5920611|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5921133_ETHNICITY|5921133|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5921219_ETHNICITY|5921219|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5921278_ETHNICITY|5921278|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5921362_ETHNICITY|5921362|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5922510_ETHNICITY|5922510|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5922732_ETHNICITY|5922732|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5922755_ETHNICITY|5922755|GB|90|Y
MERGE|PersonEthnicity|ALTAHRN01|5922934_ETHNICITY|5922934|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5922951_ETHNICITY|5922951|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5923205_ETHNICITY|5923205|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5923217_ETHNICITY|5923217|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5923254_ETHNICITY|5923254|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5923630_ETHNICITY|5923630|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5923701_ETHNICITY|5923701|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5923911_ETHNICITY|5923911|GB|21|Y
MERGE|PersonEthnicity|ALTAHRN01|5924010_ETHNICITY|5924010|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5924047_ETHNICITY|5924047|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5924282_ETHNICITY|5924282|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5924283_ETHNICITY|5924283|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5924541_ETHNICITY|5924541|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5924638_ETHNICITY|5924638|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5924646_ETHNICITY|5924646|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5925248_ETHNICITY|5925248|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5925254_ETHNICITY|5925254|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5925367_ETHNICITY|5925367|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5925370_ETHNICITY|5925370|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5925491_ETHNICITY|5925491|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5925920_ETHNICITY|5925920|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5926107_ETHNICITY|5926107|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5926251_ETHNICITY|5926251|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5926288_ETHNICITY|5926288|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5926824_ETHNICITY|5926824|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5927314_ETHNICITY|5927314|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5928072_ETHNICITY|5928072|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5928104_ETHNICITY|5928104|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5928216_ETHNICITY|5928216|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5928421_ETHNICITY|5928421|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5928429_ETHNICITY|5928429|GB|43|Y
MERGE|PersonEthnicity|ALTAHRN01|5928556_ETHNICITY|5928556|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5928708_ETHNICITY|5928708|GB|80|Y
MERGE|PersonEthnicity|ALTAHRN01|5929031_ETHNICITY|5929031|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5929146_ETHNICITY|5929146|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5929162_ETHNICITY|5929162|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5929381_ETHNICITY|5929381|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5929538_ETHNICITY|5929538|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5929586_ETHNICITY|5929586|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5929702_ETHNICITY|5929702|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5929892_ETHNICITY|5929892|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5930096_ETHNICITY|5930096|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5930158_ETHNICITY|5930158|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5930348_ETHNICITY|5930348|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5930444_ETHNICITY|5930444|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5930486_ETHNICITY|5930486|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5930743_ETHNICITY|5930743|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5930778_ETHNICITY|5930778|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5930905_ETHNICITY|5930905|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5930931_ETHNICITY|5930931|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5931067_ETHNICITY|5931067|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5931217_ETHNICITY|5931217|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5931368_ETHNICITY|5931368|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5931415_ETHNICITY|5931415|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5932087_ETHNICITY|5932087|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5932489_ETHNICITY|5932489|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5933095_ETHNICITY|5933095|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5933134_ETHNICITY|5933134|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5933259_ETHNICITY|5933259|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5933401_ETHNICITY|5933401|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5933511_ETHNICITY|5933511|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5933682_ETHNICITY|5933682|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5933683_ETHNICITY|5933683|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5933738_ETHNICITY|5933738|GB|21|Y
MERGE|PersonEthnicity|ALTAHRN01|5933968_ETHNICITY|5933968|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5934142_ETHNICITY|5934142|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5934224_ETHNICITY|5934224|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5934257_ETHNICITY|5934257|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5934798_ETHNICITY|5934798|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5935139_ETHNICITY|5935139|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5935151_ETHNICITY|5935151|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5935468_ETHNICITY|5935468|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5935587_ETHNICITY|5935587|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5935878_ETHNICITY|5935878|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5936059_ETHNICITY|5936059|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5936093_ETHNICITY|5936093|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5936188_ETHNICITY|5936188|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5936225_ETHNICITY|5936225|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5936469_ETHNICITY|5936469|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5936770_ETHNICITY|5936770|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5936906_ETHNICITY|5936906|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5937416_ETHNICITY|5937416|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5937819_ETHNICITY|5937819|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5939050_ETHNICITY|5939050|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5940186_ETHNICITY|5940186|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5940291_ETHNICITY|5940291|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5940336_ETHNICITY|5940336|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5940532_ETHNICITY|5940532|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5940619_ETHNICITY|5940619|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5940632_ETHNICITY|5940632|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5940637_ETHNICITY|5940637|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5940643_ETHNICITY|5940643|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5941370_ETHNICITY|5941370|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5941656_ETHNICITY|5941656|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5941925_ETHNICITY|5941925|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5941936_ETHNICITY|5941936|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5942080_ETHNICITY|5942080|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5942315_ETHNICITY|5942315|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5942846_ETHNICITY|5942846|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5942942_ETHNICITY|5942942|GB|80|Y
MERGE|PersonEthnicity|ALTAHRN01|5943144_ETHNICITY|5943144|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5943208_ETHNICITY|5943208|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5943291_ETHNICITY|5943291|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5943396_ETHNICITY|5943396|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5943410_ETHNICITY|5943410|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5943507_ETHNICITY|5943507|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5943579_ETHNICITY|5943579|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5943620_ETHNICITY|5943620|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5944783_ETHNICITY|5944783|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5945591_ETHNICITY|5945591|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5945834_ETHNICITY|5945834|GB|90|Y
MERGE|PersonEthnicity|ALTAHRN01|5945854_ETHNICITY|5945854|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5946378_ETHNICITY|5946378|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5946385_ETHNICITY|5946385|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5946474_ETHNICITY|5946474|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5946650_ETHNICITY|5946650|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5946822_ETHNICITY|5946822|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5946857_ETHNICITY|5946857|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5946886_ETHNICITY|5946886|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5947217_ETHNICITY|5947217|GB|80|Y
MERGE|PersonEthnicity|ALTAHRN01|5947288_ETHNICITY|5947288|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5947628_ETHNICITY|5947628|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5947902_ETHNICITY|5947902|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5947914_ETHNICITY|5947914|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5948085_ETHNICITY|5948085|GB|34|Y
MERGE|PersonEthnicity|ALTAHRN01|5948632_ETHNICITY|5948632|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5948758_ETHNICITY|5948758|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5948813_ETHNICITY|5948813|GB|34|Y
MERGE|PersonEthnicity|ALTAHRN01|5948832_ETHNICITY|5948832|GB|42|Y
MERGE|PersonEthnicity|ALTAHRN01|5949130_ETHNICITY|5949130|GB|49|Y
MERGE|PersonEthnicity|ALTAHRN01|5950333_ETHNICITY|5950333|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5950433_ETHNICITY|5950433|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5950668_ETHNICITY|5950668|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5950738_ETHNICITY|5950738|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5950836_ETHNICITY|5950836|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5951178_ETHNICITY|5951178|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5951269_ETHNICITY|5951269|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5951813_ETHNICITY|5951813|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5951827_ETHNICITY|5951827|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5952592_ETHNICITY|5952592|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5952938_ETHNICITY|5952938|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5953104_ETHNICITY|5953104|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5953114_ETHNICITY|5953114|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5953290_ETHNICITY|5953290|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5953307_ETHNICITY|5953307|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5953538_ETHNICITY|5953538|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5953563_ETHNICITY|5953563|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5953683_ETHNICITY|5953683|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5953708_ETHNICITY|5953708|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5953760_ETHNICITY|5953760|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5953859_ETHNICITY|5953859|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5954203_ETHNICITY|5954203|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5954685_ETHNICITY|5954685|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5954718_ETHNICITY|5954718|GB|34|Y
MERGE|PersonEthnicity|ALTAHRN01|5954989_ETHNICITY|5954989|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5955095_ETHNICITY|5955095|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5955431_ETHNICITY|5955431|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5955588_ETHNICITY|5955588|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5955865_ETHNICITY|5955865|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5956557_ETHNICITY|5956557|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5956643_ETHNICITY|5956643|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5956676_ETHNICITY|5956676|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5957560_ETHNICITY|5957560|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5957914_ETHNICITY|5957914|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5958132_ETHNICITY|5958132|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5958312_ETHNICITY|5958312|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5958464_ETHNICITY|5958464|GB|34|Y
MERGE|PersonEthnicity|ALTAHRN01|5958656_ETHNICITY|5958656|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5959497_ETHNICITY|5959497|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5959734_ETHNICITY|5959734|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5960011_ETHNICITY|5960011|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5960107_ETHNICITY|5960107|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5960288_ETHNICITY|5960288|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5960501_ETHNICITY|5960501|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5961520_ETHNICITY|5961520|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5961553_ETHNICITY|5961553|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5961579_ETHNICITY|5961579|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5961749_ETHNICITY|5961749|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5961758_ETHNICITY|5961758|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5961782_ETHNICITY|5961782|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5961986_ETHNICITY|5961986|GB|32|Y
MERGE|PersonEthnicity|ALTAHRN01|5962200_ETHNICITY|5962200|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5962214_ETHNICITY|5962214|GB|21|Y
MERGE|PersonEthnicity|ALTAHRN01|5962385_ETHNICITY|5962385|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5962426_ETHNICITY|5962426|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5962782_ETHNICITY|5962782|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5963427_ETHNICITY|5963427|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5963659_ETHNICITY|5963659|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5964057_ETHNICITY|5964057|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5964116_ETHNICITY|5964116|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5964572_ETHNICITY|5964572|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5964788_ETHNICITY|5964788|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5965004_ETHNICITY|5965004|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5965309_ETHNICITY|5965309|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5965510_ETHNICITY|5965510|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5965614_ETHNICITY|5965614|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5965988_ETHNICITY|5965988|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5966012_ETHNICITY|5966012|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5966239_ETHNICITY|5966239|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5966474_ETHNICITY|5966474|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5967047_ETHNICITY|5967047|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5967077_ETHNICITY|5967077|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5967089_ETHNICITY|5967089|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5969044_ETHNICITY|5969044|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5969149_ETHNICITY|5969149|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5969413_ETHNICITY|5969413|GB|32|Y
MERGE|PersonEthnicity|ALTAHRN01|5986770_ETHNICITY|5986770|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5987512_ETHNICITY|5987512|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5987645_ETHNICITY|5987645|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5987849_ETHNICITY|5987849|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5987917_ETHNICITY|5987917|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5988099_ETHNICITY|5988099|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5988118_ETHNICITY|5988118|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5988377_ETHNICITY|5988377|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5988416_ETHNICITY|5988416|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5988516_ETHNICITY|5988516|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5988519_ETHNICITY|5988519|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5969437_ETHNICITY|5969437|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5969522_ETHNICITY|5969522|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5969965_ETHNICITY|5969965|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5969999_ETHNICITY|5969999|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5970570_ETHNICITY|5970570|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5970593_ETHNICITY|5970593|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5970616_ETHNICITY|5970616|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5970836_ETHNICITY|5970836|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5971013_ETHNICITY|5971013|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5971074_ETHNICITY|5971074|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5971463_ETHNICITY|5971463|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5971974_ETHNICITY|5971974|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5973174_ETHNICITY|5973174|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5973354_ETHNICITY|5973354|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5973400_ETHNICITY|5973400|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5973856_ETHNICITY|5973856|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5975015_ETHNICITY|5975015|GB|39|Y
MERGE|PersonEthnicity|ALTAHRN01|5975421_ETHNICITY|5975421|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5975485_ETHNICITY|5975485|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5975538_ETHNICITY|5975538|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5975641_ETHNICITY|5975641|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5975700_ETHNICITY|5975700|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5975960_ETHNICITY|5975960|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5976226_ETHNICITY|5976226|GB|21|Y
MERGE|PersonEthnicity|ALTAHRN01|5976757_ETHNICITY|5976757|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5977433_ETHNICITY|5977433|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5977437_ETHNICITY|5977437|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5977645_ETHNICITY|5977645|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5978860_ETHNICITY|5978860|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5979805_ETHNICITY|5979805|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5979852_ETHNICITY|5979852|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5979983_ETHNICITY|5979983|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5980440_ETHNICITY|5980440|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5981173_ETHNICITY|5981173|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5981863_ETHNICITY|5981863|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5982112_ETHNICITY|5982112|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5982201_ETHNICITY|5982201|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5982767_ETHNICITY|5982767|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5982865_ETHNICITY|5982865|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5983211_ETHNICITY|5983211|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5983429_ETHNICITY|5983429|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5983544_ETHNICITY|5983544|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5983726_ETHNICITY|5983726|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5984676_ETHNICITY|5984676|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5985397_ETHNICITY|5985397|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5986255_ETHNICITY|5986255|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5986314_ETHNICITY|5986314|GB|31|Y
MERGE|PersonEthnicity|ALTAHRN01|5986396_ETHNICITY|5986396|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5986397_ETHNICITY|5986397|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5986398_ETHNICITY|5986398|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5989482_ETHNICITY|5989482|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5989520_ETHNICITY|5989520|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5989595_ETHNICITY|5989595|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5989655_ETHNICITY|5989655|GB|34|Y
MERGE|PersonEthnicity|ALTAHRN01|5989679_ETHNICITY|5989679|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5989750_ETHNICITY|5989750|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5989831_ETHNICITY|5989831|GB|10|Y
MERGE|PersonEthnicity|ALTAHRN01|5989986_ETHNICITY|5989986|GB|10|Y
